theme,series,name,unit,source,definition,primary,secondary,tertiary
Economy,PP00MA15,"Share of labour force with pre-primary education, Male",%,International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),"Share of males in the labour force age 15+ with education delivered in kindergarten, nursery schools or infant classes or less than one year of schooling",Labor force education level,pre-primary education,male
Economy,PP00TO15,"Share of labour force with pre-primary education, Total",%,International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),"Share of females and males in the labour force age 15+ with education delivered in kindergarten, nursery schools or infant classes or less than one year of schooling",Labor force education level,pre-primary education,total
Economy,PE00FE15,"Share of labour force with primary education, Female",%,International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),"Share of females in the labour force age 15+ who have primary or lower secondary levels of education. Includes programmes designed to give sound basic education in reading, writing and arithmetic and levels of education that often coincide with the end of compulsory education where it exists.",Labor force education level,primary education,female
Economy,PE00MA15,"Share of labour force with primary education, Male",%,International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),"Share of males in the labour force age 15+ who have primary or lower secondary levels of education. Includes programmes designed to give sound basic education in reading, writing and arithmetic and levels of education that often coincide with the end of compulsory education where it exists.",Labor force education level,primary education,male
Economy,PE00TO15,"Share of labour force with primary education, Total",%,International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),"Share of females and males in the labour force age 15+ who have primary or lower secondary levels of education. Includes programmes designed to give sound basic education in reading, writing and arithmetic and levels of education that often coincide with the end of compulsory education where it exists.",Labor force education level,primary education,total
Economy,SE00FE15,"Share of labour force with secondary education, Female",%,International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),Share of females in the labour force age 15+ in upper secondary and post-secondary non-tertiary education programmes that are usually restricted to students who have completed the 8-9 years of basic education or that straddle the boundary between upper-secondary and post-secondary education.,Labor force education level,secondary education,female
Economy,SE00MA15,"Share of labour force with secondary education, Male",%,International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),Share of males in the labour force age 15+ in upper secondary and post-secondary non-tertiary education programmes that are usually restricted to students who have completed the 8-9 years of basic education or that straddle the boundary between upper-secondary and post-secondary education.,Labor force education level,secondary education,male
Economy,SE00TO15,"Share of labour force with secondary education, Total",%,International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),Share of females and males in the labour force age 15+ in upper secondary and post-secondary non-tertiary education programmes that are usually restricted to students who have completed the 8-9 years of basic education or that straddle the boundary between upper-secondary and post-secondary education.,Labor force education level,secondary education,total
Economy,TE00FE15,"Share of labour force with tertiary education, Female",%,International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),Share of females in the labour force age 15+ in tertiary education that either leads to a first university degree or an equivalent award and programmes leading to an advanced research qualification.,Labor force education level,tertiary education,female
Economy,TE00MA15,"Share of labour force with tertiary education, Male",%,International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),Share of males in the labour force age 15+ in tertiary education that either leads to a first university degree or an equivalent award and programmes leading to an advanced research qualification.,Labor force education level,tertiary education,male
Economy,TE00TO15,"Share of labour force with tertiary education, Total",%,International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),Share of females and males in the labour force age 15+ in tertiary education that either leads to a first university degree or an equivalent award and programmes leading to an advanced research qualification.,Labor force education level,tertiary education,total
Economy,SOAWFEIN,"Share of own-account workers, Female",%,International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),"Share of females that are own-account workers. Own-account workers are those workers who, working on their own account or with one or more partners, hold the type of jobs defined as a “self-employment jobs”, and have not engaged on a continuous basis any employees to work for them.",Status in employment,"Own-account workers, share",female
Economy,SOAWMAIN,"Share of own-account workers, Male",%,International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),"Share of males that are own-account workers. Own-account workers are those workers who, working on their own account or with one or more partners, hold the type of jobs defined as a “self-employment jobs”, and have not engaged on a continuous basis any employees to work for them.",Status in employment,"Own-account workers, share",male
